CORONEL FELIPE VARELA,LA RIOJA,Argentina,382,/worldclock/@3855099,41.3598363837579,68,30,4.65,57,5,29.84,11,-29.504791,-68.2385339
CONESA,RIO NEGRO,Argentina,15,/worldclock/@3860364,64.25165564037613,58.5,27,4.44,60,13,29.92,17,-40.11197,-64.5266446
SARMIENTO,CHUBUT,Argentina,1,/worldclock/@3835705,68.55675589010244,45,22,8.32,71,16,29.88,13,-45.5868207,-69.068778
TILCARA,JUJUY,Argentina,6,/worldclock/@3834402,10.502622845491267,66,20,11.87,68,5,29.92,8,-23.5768699,-65.3933739
TUMBAYA,JUJUY,Argentina,5,/worldclock/@3833548,10.502622845491267,66,20,11.87,68,5,29.92,8,-23.8577193,-65.4675856
TINOGASTA,CATAMARCA,Argentina,935,/worldclock/@3834360,41.3598363837579,68,30,4.65,57,5,29.84,11,-27.4154323,-67.952363
ANDALGALA,CATAMARCA,Argentina,6,/worldclock/@3865802,41.3598363837579,68,30,4.65,57,5,29.84,11,-27.5827186,-66.3148915
POMAN,CATAMARCA,Argentina,12,/worldclock/@3840804,41.3598363837579,68,30,4.65,57,5,29.84,11,-28.2854106,-66.3319253
VINCHINA,LA RIOJA,Argentina,26,/worldclock/@3855050,41.3598363837579,68,30,4.65,57,5,29.84,11,-28.7536998,-68.2049787
GENERAL LAMADRID,LA RIOJA,Argentina,30,/worldclock/@3855103,41.3598363837579,68,30,4.65,57,5,29.84,11,-28.8608802,-68.6201072
IGLESIA,SAN JUAN,Argentina,5,/worldclock/@3853914,41.3598363837579,68,30,4.65,57,5,29.84,11,-30.4110099,-69.2237618
CALINGASTA,SAN JUAN,Argentina,12,/worldclock/@3863362,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.336,-69.42
ULLUM,SAN JUAN,Argentina,111,/worldclock/@3833446,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.483333,-68.7
CAUCETE,SAN JUAN,Argentina,810,/worldclock/@3862240,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.6541691,-68.2852783
ANGACO,SAN JUAN,Argentina,385,/worldclock/@3865769,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.2249626,-68.0477509
ALBARDON,SAN JUAN,Argentina,332,/worldclock/@3866425,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.2572868,-68.4770183
CONCORDIA,ENTRE RIOS,Argentina,4,/worldclock/@3435261,41.53482097074567,65.5,25,38.54,69,7,29.97,9,-31.3913921,-58.017434
LA CAPITAL,SANTA FE,Argentina,1,/worldclock/@3852292,8.12954420004078,66,26,12.34,74,8,29.96,7,-31.6106578,-60.697294
ZONDA,SAN JUAN,Argentina,107,/worldclock/@3832079,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.740385,-69.0016485
PARANA,ENTRE RIOS,Argentina,3,/worldclock/argentina/parana,8.12954420004078,66,26,12.34,74,8,29.96,7,-31.7413197,-60.5115471
SAN MARTIN,SAN JUAN,Argentina,447,/worldclock/argentina/san-juan,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.5378744,-68.0954459
CHIMBAS,SAN JUAN,Argentina,191,/worldclock/@3861416,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.4922964,-68.5127908
RIVADAVIA,SAN JUAN,Argentina,67,/worldclock/@3864627,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.5294819,-68.5940558
CAPITAL,SAN JUAN,Argentina,6,/worldclock/@3862743,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.5351074,-68.5385941
RAWSON,SAN JUAN,Argentina,309,/worldclock/@3839305,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.666657,-68.4531699
POCITO,SAN JUAN,Argentina,468,/worldclock/@3840858,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-31.7093679,-68.5724112
SARMIENTO,SAN JUAN,Argentina,641,/worldclock/@3835706,74.41993807876088,64.5,35,0.47,47,8,29.89,9,-32.0216145,-68.6201072
JUNIN,SAN LUIS,Argentina,2,/worldclock/@3853353,31.718904755473222,63.5,23,13.53,66,8,29.94,7,-32.1298862,-65.5707852
DIAMANTE,ENTRE RIOS,Argentina,3,/worldclock/@3859380,8.12954420004078,66,26,12.34,74,8,29.96,7,-32.0697098,-60.6378708
LAS HERAS,MENDOZA,Argentina,127,/worldclock/@3848352,73.96929284103898,63.5,31,1.88,53,5,29.9,8,-32.8502966,-68.8405943
LAVALLE,MENDOZA,Argentina,1191,/worldclock/@3847327,73.96929284103898,63.5,31,1.88,53,5,29.9,8,-32.6074249,-67.5708536
URUGUAY,ENTRE RIOS,Argentina,1,/worldclock/@3435264,41.53482097074567,65.5,25,38.54,69,7,29.97,9,-32.4232131,-58.4629997
LUJAN DE CUYO,MENDOZA,Argentina,816,/worldclock/@3845393,73.96929284103898,63.5,31,1.88,53,5,29.9,8,-33.0391038,-68.8798644
GUAYMALLEN,MENDOZA,Argentina,165,/worldclock/@3854459,73.96929284103898,63.5,31,1.88,53,5,29.9,8,-32.8850044,-68.7393446
MAIPU,MENDOZA,Argentina,1075,/worldclock/@3845244,73.96929284103898,63.5,31,1.88,53,5,29.9,8,-32.9846649,-68.7884399
TUPUNGATO,MENDOZA,Argentina,563,/worldclock/@3861126,73.96929284103898,63.5,31,1.88,53,5,29.9,8,-33.3728036,-69.1475583
PUELEN,LA PAMPA,Argentina,1,/worldclock/@3840188,83.36093135909448,59.5,31,1.53,51,7,29.96,10,-37.3433089,-67.6186641
TANDIL,BUENOS AIRES,Argentina,2,/worldclock/argentina/tandil,36.819825318623366,57.5,27,29.45,70,8,30,10,-37.3287999,-59.1367167
BENITO JUAREZ,BUENOS AIRES,Argentina,1,/worldclock/@3436046,36.819825318623366,57.5,27,29.45,70,8,30,10,-37.6743158,-59.8048962
GENERAL ROCA,RIO NEGRO,Argentina,155,/worldclock/@3855061,83.36093135909448,59.5,31,1.53,51,7,29.96,10,-39.032803,-67.5892227
BALCARCE,BUENOS AIRES,Argentina,1,/worldclock/@3436177,36.11988697067231,57.5,23,14.98,78,9,29.99,6,-37.8464067,-58.2554584
CURACO,LA PAMPA,Argentina,1,/worldclock/@3859613,83.36093135909448,59.5,31,1.53,51,7,29.96,10,-38.0266639,-66.4271499
CALEU CALEU,LA PAMPA,Argentina,3,/worldclock/@3863377,68.45368277721924,61,28,11.37,63,7,29.96,15,-38.692062,-63.7695384
AVELLANEDA,RIO NEGRO,Argentina,23,/worldclock/@3865210,83.36093135909448,59.5,31,1.53,51,7,29.96,10,-39.5266112,-66.0463534
PICHI MAHUIDA,RIO NEGRO,Argentina,11,/worldclock/@3841356,64.25165564037613,58.5,27,4.44,60,13,29.92,17,-38.82983,-64.9334132
EL CUY,RIO NEGRO,Argentina,4,/worldclock/@3858241,83.36093135909448,59.5,31,1.53,51,7,29.96,10,-39.9265426,-68.3452125
ADOLFO ALSINA,RIO NEGRO,Argentina,6,/worldclock/@3866927,64.25165564037613,58.5,27,4.44,60,13,29.92,17,-40.8448275,-63.7695384
LANGUINEO,CHUBUT,Argentina,1,/worldclock/@3849745,92.6758643047718,48.5,23,7.7,59,12,29.9,18,-43.3947046,-70.1455415
